2020:06:25-04:07:00,3792.2,3792.2,3793.5,3793.4
2020:06:25-04:08:00,3794.4,3793.4,3796.3,3796.3
2020:06:25-04:09:00,3795.5,3793.5,3797.4,3794.4
2020:06:25-04:10:00,3795.2,3791.4,3795.4,3793.4
2020:06:25-04:11:00,3792.6,3791.4,3793.4,3792.4
2020:06:25-04:12:00,3793.2,3791.4,3793.4,3791.4
2020:06:25-04:13:00,3792.2,3790.5,3792.5,3791.4
2020:06:25-04:14:00,3791.5,3789.7,3792.4,3790.4
2020:06:25-04:15:00,3789.6,3789.5,3791.4,3790.3
2020:06:25-04:16:00,3789.5,3787.6,3791.4,3787.6
2020:06:25-04:17:00,3787.5,3786.7,3791.6,3791.6
2020:06:25-04:18:00,3792.5,3791.6,3792.5,3792.5
2020:06:25-04:19:00,3792.6,3790.4,3794.4,3790.4
2020:06:25-04:20:00,3790.8,3786.5,3791.4,3786.5
2020:06:25-04:21:00,3787.0,3783.5,3787.6,3783.5
2020:06:25-04:22:00,3783.6,3783.5,3786.0,3784.6
2020:06:25-04:23:00,3784.5,3781.5,3786.6,3781.5
2020:06:25-04:24:00,3782.5,3781.6,3785.6,3784.5
2020:06:25-04:25:00,3784.6,3778.4,3785.0,3778.6
2020:06:25-04:26:00,3779.0,3776.6,3781.5,3778.6
2020:06:25-04:27:00,3779.0,3778.6,3782.6,3781.6
2020:06:25-04:28:00,3781.5,3776.5,3782.0,3777.6
2020:06:25-04:29:00,3778.4,3774.5,3778.4,3774.6
2020:06:25-04:30:00,3775.0,3775.0,3778.6,3778.6
2020:06:25-04:31:00,3778.5,3777.5,3779.6,3778.6
2020:06:25-04:32:00,3778.5,3776.6,3780.6,3776.6
2020:06:25-04:33:00,3777.5,3776.6,3781.6,3779.6
2020:06:25-04:34:00,3780.0,3778.5,3781.6,3779.4
2020:06:25-04:35:00,3779.5,3775.6,3779.5,3777.5
2020:06:25-04:36:00,3776.6,3776.5,3778.0,3777.6
2020:06:25-04:37:00,3777.5,3775.6,3777.5,3776.6
2020:06:25-04:38:00,3777.6,3775.6,3779.6,3778.6
2020:06:25-04:39:00,3778.5,3777.6,3779.0,3778.6
2020:06:25-04:40:00,3779.4,3778.6,3783.4,3782.5
2020:06:25-04:41:00,3781.6,3781.6,3783.5,3783.0
2020:06:25-04:42:00,3782.6,3780.6,3782.6,3781.5
2020:06:25-04:43:00,3782.4,3779.5,3782.5,3781.0
2020:06:25-04:44:00,3781.4,3780.5,3782.1,3781.0
2020:06:25-04:45:00,3781.5,3780.6,3783.9,3781.6
2020:06:25-04:46:00,3781.5,3777.6,3781.6,3777.6
2020:06:25-04:47:00,3777.5,3772.8,3778.5,3774.0
2020:06:25-04:48:00,3773.6,3771.6,3776.6,3776.6
2020:06:25-04:49:00,3776.5,3776.5,3778.4,3776.6
2020:06:25-04:50:00,3777.5,3774.0,3777.6,3774.6
2020:06:25-04:51:00,3775.0,3774.6,3780.6,3779.6
2020:06:25-04:52:00,3780.4,3780.4,3785.6,3785.6
2020:06:25-04:53:00,3785.5,3784.6,3786.5,3786.5
2020:06:25-04:54:00,3787.3,3786.5,3788.5,3787.6
2020:06:25-04:55:00,3788.5,3785.6,3789.0,3789.0
2020:06:25-04:56:00,3789.4,3787.5,3789.7,3788.5
2020:06:25-04:57:00,3788.6,3785.5,3789.6,3786.0
2020:06:25-04:58:00,3785.6,3785.5,3788.6,3787.6
2020:06:25-04:59:00,3788.0,3787.6,3792.6,3790.6
2020:06:25-05:00:00,3791.5,3789.5,3792.0,3790.6
2020:06:25-05:01:00,3790.5,3788.5,3791.6,3788.6
2020:06:25-05:02:00,3789.0,3787.6,3790.0,3789.6
2020:06:25-05:03:00,3789.5,3789.0,3790.5,3790.0
2020:06:25-05:04:00,3789.6,3789.5,3792.0,3791.5
2020:06:25-05:05:00,3791.1,3788.5,3791.5,3788.5
2020:06:25-05:06:00,3787.7,3786.6,3795.0,3794.5
2020:06:25-05:07:00,3793.7,3791.5,3794.5,3791.6
2020:06:25-05:08:00,3791.5,3790.6,3792.6,3791.0
2020:06:25-05:09:00,3791.5,3791.5,3792.6,3791.6
2020:06:25-05:10:00,3791.5,3790.5,3792.6,3792.6
2020:06:25-05:11:00,3791.6,3790.5,3792.5,3790.6
2020:06:25-05:12:00,3791.5,3788.5,3791.5,3789.6
2020:06:25-05:13:00,3790.0,3787.6,3790.5,3788.5
2020:06:25-05:14:00,3788.6,3786.5,3789.5,3786.5
2020:06:25-05:15:00,3786.6,3785.5,3788.5,3785.5
2020:06:25-05:16:00,3785.6,3783.6,3786.4,3784.5
2020:06:25-05:17:00,3784.6,3782.5,3784.6,3782.6
2020:06:25-05:18:00,3782.5,3782.5,3783.6,3782.5
2020:06:25-05:19:00,3781.7,3781.0,3782.6,3781.0
2020:06:25-05:20:00,3781.4,3781.4,3784.6,3784.6
2020:06:25-05:21:00,3785.4,3783.5,3786.5,3783.6
2020:06:25-05:22:00,3784.0,3782.5,3786.5,3782.5
2020:06:25-05:23:00,3782.6,3781.6,3783.5,3783.0
2020:06:25-05:24:00,3783.4,3783.0,3786.0,3784.6
2020:06:25-05:25:00,3785.0,3784.6,3788.3,3787.4
2020:06:25-05:26:00,3786.6,3783.4,3786.6,3784.4
2020:06:25-05:27:00,3785.2,3784.4,3785.9,3784.4
2020:06:25-05:28:00,3784.8,3780.5,3785.3,3781.4
2020:06:25-05:29:00,3781.5,3780.5,3782.5,3782.5
2020:06:25-05:30:00,3782.4,3780.1,3782.4,3781.6
2020:06:25-05:31:00,3781.5,3777.0,3781.5,3779.5
2020:06:25-05:32:00,3778.6,3777.5,3780.5,3779.6
2020:06:25-05:33:00,3779.5,3779.5,3781.1,3780.5
2020:06:25-05:34:00,3779.7,3778.5,3780.5,3780.5
2020:06:25-05:35:00,3780.0,3776.7,3780.6,3777.6
2020:06:25-05:36:00,3777.5,3774.5,3777.5,3775.5
2020:06:25-05:37:00,3774.7,3774.5,3777.4,3776.6
2020:06:25-05:38:00,3776.5,3770.6,3777.0,3773.5
2020:06:25-05:39:00,3773.6,3771.6,3774.6,3771.6
2020:06:25-05:40:00,3772.0,3771.5,3773.6,3773.6
2020:06:25-05:41:00,3774.5,3773.5,3778.5,3777.5
2020:06:25-05:42:00,3776.5,3775.5,3777.4,3776.4
2020:06:25-05:43:00,3776.5,3776.5,3779.4,3776.5
2020:06:25-05:44:00,3776.6,3775.5,3779.6,3778.5
2020:06:25-05:45:00,3779.4,3778.5,3780.6,3778.5
2020:06:25-05:46:00,3777.7,3776.7,3778.6,3777.7
2020:06:25-05:47:00,3777.6,3776.7,3778.5,3777.6
2020:06:25-05:48:00,3777.5,3770.5,3777.5,3771.6
2020:06:25-05:49:00,3772.0,3771.5,3773.6,3771.6
2020:06:25-05:50:00,3772.5,3770.6,3772.5,3770.6
2020:06:25-05:51:00,3770.5,3767.8,3770.6,3769.7
2020:06:25-05:52:00,3770.1,3769.6,3771.6,3771.1
2020:06:25-05:53:00,3771.5,3771.5,3775.5,3774.6
2020:06:25-05:54:00,3774.5,3773.6,3775.0,3774.6
2020:06:25-05:55:00,3774.7,3773.5,3775.5,3773.6
2020:06:25-05:56:00,3773.5,3771.7,3774.6,3774.6
2020:06:25-05:57:00,3775.5,3774.6,3776.6,3775.6
2020:06:25-05:58:00,3775.5,3775.5,3777.6,3777.6
2020:06:25-05:59:00,3778.4,3777.6,3779.6,3778.6
2020:06:25-06:00:00,3778.5,3777.7,3780.1,3779.5
2020:06:25-06:01:00,3779.6,3779.6,3785.5,3783.7
2020:06:25-06:02:00,3783.6,3781.5,3783.6,3781.5
